state,district_clean,month,pincode_x,age_0_5,age_5_17,age_18_greater,child_0_5,child_5_17,adult_18_plus,enrol_total,pincode_y,demo_age_5_17,demo_age_17_,demo_updates,pincode,bio_age_5_17,bio_age_17_,bio_updates,update_pressure,risk_flag,next_month_enrol_prediction,action
GUJARAT,AHMADABAD,17-09-2,3042626.0,10.0,5.0,0.0,10.0,5.0,0.0,15.0,12588915.0,11.0,104.0,0.0,22863413.0,10.0,201.0,0.0,0.0,False,15.0,Normal
GUJARAT,AHMADABAD,17-10-2,4192137.0,8.0,7.0,0.0,8.0,7.0,0.0,15.0,9137151.0,8.0,60.0,0.0,8764286.0,0.0,45.0,0.0,0.0,False,15.0,Normal
GUJARAT,AHMADABAD,17-11-2,3429773.0,8.0,2.0,0.0,8.0,2.0,0.0,10.0,18674170.0,3.0,132.0,0.0,16385659.0,7.0,172.0,0.0,0.0,False,10.0,Normal
GUJARAT,AHMADABAD,18-06-2,1904902.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,,,,,16772706.0,2.0,117.0,0.0,0.0,False,5.0,Normal
GUJARAT,AHMADABAD,18-09-2,2669337.0,6.0,4.0,0.0,6.0,4.0,0.0,10.0,11827036.0,2.0,84.0,0.0,17904530.0,22.0,179.0,0.0,0.0,False,10.0,Normal
GUJARAT,AHMADABAD,18-10-2,1522507.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4572239.0,3.0,28.0,0.0,17528756.0,4.0,74.0,0.0,0.0,False,4.0,Normal
GUJARAT,AHMADABAD,18-11-2,11037406.0,35.0,8.0,0.0,35.0,8.0,0.0,43.0,18671874.0,1.0,141.0,0.0,16771490.0,17.0,171.0,0.0,0.0,False,43.0,Normal
GUJARAT,AHMADABAD,19-06-2,5327669.0,10.0,6.0,0.0,10.0,6.0,0.0,16.0,,,,,17134225.0,12.0,220.0,0.0,0.0,False,16.0,Normal
GUJARAT,AHMADABAD,19-09-2,3047185.0,7.0,3.0,0.0,7.0,3.0,0.0,10.0,10666933.0,3.0,83.0,0.0,23248815.0,21.0,225.0,0.0,0.0,False,10.0,Normal
GUJARAT,AHMADABAD,19-10-2,2284917.0,4.0,2.0,0.0,4.0,2.0,0.0,6.0,8004429.0,2.0,41.0,0.0,9503163.0,3.0,40.0,0.0,0.0,False,6.0,Normal
GUJARAT,AHMADABAD,19-11-2,7234471.0,22.0,4.0,0.0,22.0,4.0,0.0,26.0,16014654.0,1.0,133.0,0.0,14098827.0,6.0,130.0,0.0,0.0,False,26.0,Normal
GUJARAT,AHMADABAD,20-09-2,2664808.0,8.0,4.0,0.0,8.0,4.0,0.0,12.0,7241621.0,6.0,59.0,0.0,19046299.0,9.0,178.0,0.0,0.0,False,12.0,Normal
GUJARAT,AHMADABAD,21-09-2,762344.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,,,,,3809496.0,1.0,13.0,0.0,0.0,False,2.0,Normal
GUJARAT,AHMADABAD,21-10-2,380051.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2660195.0,1.0,6.0,0.0,5334379.0,0.0,18.0,0.0,0.0,False,2.0,Normal
GUJARAT,AHMADABAD,21-12-2,1142519.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,9897387.0,3.0,29.0,0.0,4192335.0,0.0,13.0,0.0,0.0,False,3.0,Normal
GUJARAT,AHMADABAD,22-09-2,3815050.0,8.0,3.0,0.0,8.0,3.0,0.0,11.0,,,,,17915121.0,14.0,126.0,0.0,0.0,False,11.0,Normal
GUJARAT,AHMADABAD,22-12-2,4548387.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,11421762.0,1.0,70.0,0.0,17918510.0,5.0,147.0,0.0,0.0,False,18.0,Normal
GUJARAT,AHMADABAD,23-09-2,3047399.0,6.0,6.0,0.0,6.0,6.0,0.0,12.0,,,,,21340623.0,0.0,165.0,0.0,0.0,False,12.0,Normal
GUJARAT,AHMADABAD,23-12-2,4197313.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,20575511.0,6.0,142.0,0.0,16391581.0,8.0,140.0,0.0,0.0,False,12.0,Normal
GUJARAT,AHMADABAD,24-09-2,3427292.0,12.0,2.0,0.0,12.0,2.0,0.0,14.0,,,,,16387167.0,5.0,110.0,0.0,0.0,False,14.0,Normal
GUJARAT,AHMADABAD,24-10-2,3432294.0,10.0,1.0,0.0,10.0,1.0,0.0,11.0,10284586.0,2.0,48.0,0.0,12944652.0,3.0,43.0,0.0,0.0,False,11.0,Normal
GUJARAT,AHMADABAD,24-12-2,5349364.0,13.0,7.0,0.0,13.0,7.0,0.0,20.0,14479331.0,2.0,109.0,0.0,22071890.0,10.0,194.0,0.0,0.0,False,20.0,Normal
GUJARAT,AHMADABAD,25-09-2,3047473.0,7.0,3.0,0.0,7.0,3.0,0.0,10.0,,,,,25540947.0,15.0,183.0,0.0,0.0,False,10.0,Normal
GUJARAT,AHMADABAD,25-10-2,762434.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4947458.0,1.0,20.0,0.0,7234600.0,2.0,17.0,0.0,0.0,False,2.0,Normal
GUJARAT,AHMADABAD,25-11-2,9515148.0,29.0,8.0,0.0,29.0,8.0,0.0,37.0,14097287.0,1.0,120.0,0.0,13716829.0,5.0,146.0,0.0,0.0,False,37.0,Normal
GUJARAT,AHMADABAD,25-12-2,6476793.0,14.0,6.0,0.0,14.0,6.0,0.0,20.0,11436606.0,0.0,50.0,0.0,17151549.0,6.0,105.0,0.0,0.0,False,20.0,Normal
GUJARAT,AHMADABAD,26-09-2,1520102.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,,,,,19423411.0,27.0,166.0,0.0,0.0,False,5.0,Normal
GUJARAT,AHMADABAD,26-10-2,760064.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4184982.0,1.0,18.0,0.0,6472334.0,2.0,22.0,0.0,0.0,False,2.0,Normal
GUJARAT,AHMADABAD,26-12-2,1900113.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,19058598.0,4.0,133.0,0.0,17878767.0,5.0,137.0,0.0,0.0,False,5.0,Normal
GUJARAT,AHMADABAD,27-09-2,1904781.0,4.0,2.0,0.0,4.0,2.0,0.0,6.0,,,,,12591884.0,5.0,67.0,0.0,0.0,False,6.0,Normal
GUJARAT,AHMADABAD,27-10-2,382350.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4567454.0,1.0,13.0,0.0,13719853.0,1.0,87.0,0.0,0.0,False,1.0,Normal
GUJARAT,AHMADABAD,27-12-2,2664485.0,7.0,1.0,0.0,7.0,1.0,0.0,8.0,15241462.0,0.0,70.0,0.0,15224709.0,6.0,110.0,0.0,0.0,False,8.0,Normal
GUJARAT,AHMADABAD,28-10-2,380008.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7617134.0,1.0,47.0,0.0,12952124.0,2.0,93.0,0.0,0.0,False,1.0,Normal
GUJARAT,AHMADABAD,28-12-2,1902425.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,12189539.0,5.0,78.0,0.0,14088985.0,4.0,90.0,0.0,0.0,False,5.0,Normal
GUJARAT,AHMADABAD,29-09-2,382345.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,13327796.0,5.0,93.0,0.0,0.0,False,1.0,Normal
GUJARAT,AHMADABAD,29-12-2,3805160.0,11.0,3.0,0.0,11.0,3.0,0.0,14.0,16764466.0,6.0,118.0,0.0,12942132.0,2.0,58.0,0.0,0.0,False,14.0,Normal
GUJARAT,AHMADABAD,30-10-2,5722358.0,14.0,5.0,0.0,14.0,5.0,0.0,19.0,11826319.0,0.0,62.0,0.0,17153778.0,4.0,118.0,0.0,0.0,False,19.0,Normal
GUJARAT,AHMADABAD,31-10-2,3802712.0,8.0,5.0,0.0,8.0,5.0,0.0,13.0,12571619.0,1.0,63.0,0.0,10667104.0,2.0,50.0,0.0,0.0,False,13.0,Normal
GUJARAT,AHMADABAD,31-12-2,6484502.0,11.0,12.0,0.0,11.0,12.0,0.0,23.0,18676604.0,0.0,154.0,0.0,,,,,0.0,False,23.0,Normal
GUJARAT,AHMEDABAD,01-01-2,25542836.0,356.0,138.0,22.0,356.0,138.0,22.0,516.0,37348920.0,114.0,1616.0,0.0,34683846.0,1526.0,1862.0,0.0,0.0,False,516.0,Normal
GUJARAT,AHMEDABAD,01-04-2,382150.0,77.0,26.0,19.0,77.0,26.0,19.0,122.0,3809653.0,1594.0,13660.0,0.0,27823450.0,17972.0,28904.0,0.0,0.0,False,122.0,Normal
GUJARAT,AHMEDABAD,01-05-2,3047204.0,756.0,347.0,97.0,756.0,347.0,97.0,1200.0,3429512.0,1943.0,14425.0,0.0,26659944.0,24566.0,35931.0,0.0,0.0,False,1200.0,Normal
GUJARAT,AHMEDABAD,01-07-2,770250.0,397.0,389.0,36.0,397.0,389.0,36.0,822.0,2289615.0,1360.0,10424.0,0.0,22845502.0,645.0,1341.0,0.0,0.0,False,822.0,Normal
GUJARAT,AHMEDABAD,01-09-2,24032002.0,255.0,113.0,0.0,255.0,113.0,0.0,368.0,30846404.0,135.0,1660.0,0.0,50264852.0,891.0,1928.0,0.0,0.0,False,368.0,Normal
GUJARAT,AHMEDABAD,01-11-2,11821100.0,34.0,7.0,12.0,34.0,7.0,12.0,53.0,30480895.0,177.0,1526.0,0.0,17483811.0,319.0,723.0,0.0,0.0,False,53.0,Normal
GUJARAT,AHMEDABAD,02-01-2,26702122.0,363.0,173.0,42.0,363.0,173.0,42.0,578.0,36935741.0,208.0,1912.0,0.0,28592653.0,682.0,811.0,0.0,0.0,False,578.0,Normal
GUJARAT,AHMEDABAD,02-09-2,22885411.0,259.0,122.0,5.0,259.0,122.0,5.0,386.0,30485003.0,132.0,1897.0,0.0,46873111.0,906.0,2161.0,0.0,0.0,False,386.0,Normal
GUJARAT,AHMEDABAD,02-11-2,26317348.0,241.0,92.0,1.0,241.0,92.0,1.0,334.0,26277838.0,28.0,262.0,0.0,28563095.0,53.0,214.0,0.0,0.0,False,334.0,Normal
GUJARAT,AHMEDABAD,03-01-2,11827945.0,18.0,25.0,9.0,18.0,25.0,9.0,52.0,35860311.0,41.0,450.0,0.0,22482376.0,100.0,84.0,0.0,0.0,False,52.0,Normal
GUJARAT,AHMEDABAD,03-09-2,23246667.0,257.0,108.0,1.0,257.0,108.0,1.0,366.0,29723554.0,146.0,1569.0,0.0,38869343.0,739.0,1576.0,0.0,0.0,False,366.0,Normal
GUJARAT,AHMEDABAD,03-11-2,19450581.0,71.0,33.0,11.0,71.0,33.0,11.0,115.0,27808772.0,202.0,1503.0,0.0,31992916.0,712.0,1315.0,0.0,0.0,False,115.0,Normal
GUJARAT,AHMEDABAD,04-09-2,24032576.0,173.0,115.0,4.0,173.0,115.0,4.0,292.0,29724907.0,239.0,1580.0,0.0,32001218.0,587.0,1104.0,0.0,0.0,False,292.0,Normal
GUJARAT,AHMEDABAD,05-09-2,7250993.0,17.0,14.0,1.0,17.0,14.0,1.0,32.0,27068278.0,53.0,488.0,0.0,33530367.0,43.0,323.0,0.0,0.0,False,32.0,Normal
GUJARAT,AHMEDABAD,05-11-2,21741916.0,160.0,80.0,5.0,160.0,80.0,5.0,245.0,20964157.0,50.0,507.0,0.0,26284242.0,105.0,203.0,0.0,0.0,False,245.0,Normal
GUJARAT,AHMEDABAD,06-09-2,22503476.0,162.0,68.0,4.0,162.0,68.0,4.0,234.0,28974881.0,185.0,1196.0,0.0,26333167.0,422.0,786.0,0.0,0.0,False,234.0,Normal
GUJARAT,AHMEDABAD,06-11-2,14087344.0,68.0,32.0,4.0,68.0,32.0,4.0,104.0,33161408.0,225.0,1950.0,0.0,18671733.0,399.0,794.0,0.0,0.0,False,104.0,Normal
GUJARAT,AHMEDABAD,07-09-2,2667274.0,8.0,4.0,0.0,8.0,4.0,0.0,12.0,15613214.0,15.0,136.0,0.0,26666840.0,41.0,210.0,0.0,0.0,False,12.0,Normal
GUJARAT,AHMEDABAD,07-11-2,16788854.0,93.0,35.0,10.0,93.0,35.0,10.0,138.0,21346149.0,125.0,1162.0,0.0,21317685.0,407.0,815.0,0.0,0.0,False,138.0,Normal
GUJARAT,AHMEDABAD,08-09-2,24802057.0,219.0,99.0,4.0,219.0,99.0,4.0,322.0,23997153.0,160.0,1429.0,0.0,19825096.0,365.0,786.0,0.0,0.0,False,322.0,Normal
GUJARAT,AHMEDABAD,08-11-2,24410557.0,194.0,85.0,6.0,194.0,85.0,6.0,285.0,19802572.0,138.0,931.0,0.0,40781046.0,720.0,1407.0,0.0,0.0,False,285.0,Normal
GUJARAT,AHMEDABAD,09-06-2,25927753.0,198.0,185.0,14.0,198.0,185.0,14.0,397.0,,,,,31265065.0,921.0,1610.0,0.0,0.0,False,397.0,Normal
GUJARAT,AHMEDABAD,09-09-2,24037355.0,217.0,94.0,4.0,217.0,94.0,4.0,315.0,19425228.0,153.0,1174.0,0.0,17530202.0,373.0,771.0,0.0,0.0,False,315.0,Normal
GUJARAT,AHMEDABAD,09-11-2,18675179.0,166.0,51.0,1.0,166.0,51.0,1.0,218.0,19068337.0,30.0,224.0,0.0,22098390.0,20.0,163.0,0.0,0.0,False,218.0,Normal
GUJARAT,AHMEDABAD,10-06-2,22500668.0,193.0,199.0,10.0,193.0,199.0,10.0,402.0,,,,,43033445.0,1410.0,2517.0,0.0,0.0,False,402.0,Normal
GUJARAT,AHMEDABAD,10-09-2,25557177.0,253.0,126.0,3.0,253.0,126.0,3.0,382.0,25924489.0,171.0,1386.0,0.0,23221281.0,480.0,1015.0,0.0,0.0,False,382.0,Normal
GUJARAT,AHMEDABAD,10-11-2,16400500.0,136.0,44.0,6.0,136.0,44.0,6.0,186.0,20966189.0,126.0,1345.0,0.0,17541313.0,344.0,796.0,0.0,0.0,False,186.0,Normal
GUJARAT,AHMEDABAD,11-06-2,27472012.0,170.0,229.0,14.0,170.0,229.0,14.0,413.0,,,,,46491671.0,1467.0,2757.0,0.0,0.0,False,413.0,Normal
GUJARAT,AHMEDABAD,11-09-2,23263241.0,255.0,116.0,5.0,255.0,116.0,5.0,376.0,23614478.0,123.0,1201.0,0.0,30081551.0,814.0,1376.0,0.0,0.0,False,376.0,Normal
GUJARAT,AHMEDABAD,11-11-2,23265826.0,142.0,60.0,8.0,142.0,60.0,8.0,210.0,16739900.0,84.0,1044.0,0.0,30896131.0,540.0,1332.0,0.0,0.0,False,210.0,Normal
GUJARAT,AHMEDABAD,12-06-2,26319729.0,171.0,200.0,18.0,171.0,200.0,18.0,389.0,,,,,28217361.0,724.0,1553.0,0.0,0.0,False,389.0,Normal
GUJARAT,AHMEDABAD,12-09-2,24016411.0,192.0,116.0,6.0,192.0,116.0,6.0,314.0,27041287.0,182.0,1695.0,0.0,41147880.0,881.0,1583.0,0.0,0.0,False,314.0,Normal
GUJARAT,AHMEDABAD,12-11-2,24797287.0,207.0,105.0,8.0,207.0,105.0,8.0,320.0,21309245.0,115.0,1367.0,0.0,32343840.0,702.0,1632.0,0.0,0.0,False,320.0,Normal
GUJARAT,AHMEDABAD,13-06-2,24035010.0,174.0,162.0,10.0,174.0,162.0,10.0,346.0,,,,,36930408.0,1037.0,2259.0,0.0,0.0,False,346.0,Normal
GUJARAT,AHMEDABAD,13-09-2,21739278.0,163.0,79.0,0.0,163.0,79.0,0.0,242.0,20604582.0,152.0,935.0,0.0,40780045.0,973.0,1460.0,0.0,0.0,False,242.0,Normal
GUJARAT,AHMEDABAD,13-10-2,24412464.0,249.0,99.0,5.0,249.0,99.0,5.0,353.0,25929281.0,19.0,325.0,0.0,14480750.0,337.0,532.0,0.0,0.0,False,353.0,Normal
GUJARAT,AHMEDABAD,13-11-2,24391570.0,163.0,66.0,7.0,163.0,66.0,7.0,236.0,21716053.0,103.0,1124.0,0.0,16775138.0,427.0,830.0,0.0,0.0,False,236.0,Normal
GUJARAT,AHMEDABAD,14-06-2,22489124.0,115.0,141.0,3.0,115.0,141.0,3.0,259.0,,,,,41500531.0,924.0,1803.0,0.0,0.0,False,259.0,Normal
GUJARAT,AHMEDABAD,14-09-2,7633672.0,25.0,8.0,0.0,25.0,8.0,0.0,33.0,16398611.0,32.0,237.0,0.0,25550823.0,92.0,173.0,0.0,0.0,False,33.0,Normal
GUJARAT,AHMEDABAD,14-11-2,22491754.0,185.0,88.0,7.0,185.0,88.0,7.0,280.0,21338903.0,130.0,1352.0,0.0,30867083.0,825.0,1280.0,0.0,0.0,False,280.0,Normal
GUJARAT,AHMEDABAD,15-06-2,8773100.0,23.0,18.0,1.0,23.0,18.0,1.0,42.0,,,,,28959505.0,86.0,235.0,0.0,0.0,False,42.0,Normal
GUJARAT,AHMEDABAD,15-09-2,21353252.0,129.0,71.0,3.0,129.0,71.0,3.0,203.0,25109521.0,114.0,1144.0,0.0,30051311.0,567.0,995.0,0.0,0.0,False,203.0,Normal
GUJARAT,AHMEDABAD,15-10-2,23646185.0,191.0,90.0,8.0,191.0,90.0,8.0,289.0,32772131.0,267.0,2078.0,0.0,22833191.0,327.0,641.0,0.0,0.0,False,289.0,Normal
GUJARAT,AHMEDABAD,15-11-2,26319813.0,378.0,165.0,5.0,378.0,165.0,5.0,548.0,40404403.0,321.0,2268.0,0.0,26290908.0,794.0,894.0,0.0,0.0,False,548.0,Normal
GUJARAT,AHMEDABAD,15-12-2,27473811.0,300.0,158.0,8.0,300.0,158.0,8.0,466.0,41529444.0,205.0,2457.0,0.0,30881860.0,820.0,1138.0,0.0,0.0,False,466.0,Normal
GUJARAT,AHMEDABAD,16-06-2,24416911.0,207.0,174.0,13.0,207.0,174.0,13.0,394.0,,,,,42661863.0,999.0,2261.0,0.0,0.0,False,394.0,Normal
